o_zone_id,d_zone_id,volume
1,2,515.1978687347292
1,3,2373.3201907007383
1,4,703.4285150874601
1,5,705.987643352996
1,6,841.0999933296149
1,7,424.81022064551513
1,8,188.67863823748587
1,9,618.3755642740822
1,10,243.8562340512497
1,11,575.6136764782239
1,12,2932.1175430182248
1,13,2407.6954523142185
1,14,2706.8205087780116
1,15,356.1093188552393
1,16,297.43111226920263
1,17,356.81082197655735
1,18,1741.3889360077676
1,19,395.822888652454
1,20,728.7214928042946
1,21,482.0291224613635
1,22,157.82111489342773
1,23,1968.9260003385393
1,24,1057.937142738599
2,3,972.5566740700261
2,4,552.6609459394979
2,5,861.5452942773136
2,6,1828.4861383469633
2,7,914.7003640838268
2,8,390.09749188679643
2,9,759.3282344062261
2,10,297.58337544562124
2,11,458.2216776768577
2,12,1224.8783465477916
2,13,1024.1545260712492
2,14,1930.730532366083
2,15,432.0109950107727
2,16,597.9255325148664
2,17,710.6694414502225
2,18,3723.8112603071354
2,19,774.1770638839837
2,20,1396.6793089176633
2,21,589.4412642276582
2,22,191.94816413521391
2,23,1418.025296330391
2,24,800.3680721038397
3,4,1576.4564989782136
3,5,1577.4398125888267
3,6,1870.9857844358753
3,7,947.2969418464303
3,8,421.0835244276352
3,9,1385.9723879032802
3,10,546.9535660957629
3,11,1298.5362522062976
3,12,7554.933243186806
3,13,6138.7228371353685
3,14,6162.546469693682
3,15,801.3881667573803
3,16,665.1676021225475
3,17,798.5487549284499
3,18,3889.996021115622
3,19,887.253628850212
3,20,1636.607409253437
3,21,1088.8565499717424
3,22,356.2130015571705
3,23,4507.902623682218
3,24,2427.1389232630377
4,5,792.27007931284
4,6,930.1381545339013
4,7,470.07496041077195
4,8,209.61932362566543
4,9,695.7178220517347
4,10,274.5042486371135
4,11,655.4052872768128
4,12,1734.7247986091722
4,13,1445.840026656043
4,14,2764.4066355025057
4,15,401.0938139306207
4,16,331.1611760765872
4,17,397.5264794140555
4,18,1930.8763140685278
4,19,441.47956577803626
4,20,813.533571052514
4,21,541.8882318121667
4,22,177.53668604720247
4,23,1995.596127052456
4,24,1096.606698151272
5,6,1520.5633367854018
5,7,765.7829132911431
5,8,343.052573065351
5,9,1152.9292509931342
5,10,450.019048142604
5,11,689.1759635154982
5,12,1818.302103098144
5,13,1522.1276068134475
5,14,2897.0074890226065
